My Times, Standard Times 
0.6381146907806396,0.6899747848510742
1.7499055862426758,0.9902429580688477
1.097867488861084,2.3327362537384033
0.300830602645874,1.9135489463806152
0.42311573028564453,0.7834062576293945
1.380577802658081,2.5103676319122314
0.8927345275878906,0.3761618137359619
0.9253323078155518,1.7400262355804443
0.5424246788024902,0.7729332447052002
0.7594406604766846,0.8471729755401611
0.312424898147583,1.0177290439605713
0.9418747425079346,0.9767448902130127
0.8743495941162109,0.8096885681152344
0.723090648651123,0.5491468906402588
1.191002368927002,0.9252176284790039
1.8032119274139404,0.877521276473999
0.3459937572479248,0.7355024814605713
0.5187969207763672,0.830538272857666
0.5802803039550781,1.0011966228485107
0.39594244956970215,0.47040486335754395
1.1264910697937012,0.5959055423736572
0.8615021705627441,0.6743433475494385
0.35925912857055664,0.844224214553833
1.546332836151123,0.9107258319854736
0.6887655258178711,0.9097144603729248
0.783674955368042,0.9806845188140869
1.6155264377593994,1.9758973121643066
0.28250932693481445,0.7678146362304688
1.3266301155090332,0.5720565319061279
0.8762736320495605,2.3061330318450928
0.6114773750305176,1.4738261699676514
2.492079019546509,0.8771240711212158
2.1169848442077637,2.6019322872161865
1.2194452285766602,0.661872386932373
0.5944099426269531,0.9241387844085693
1.7546401023864746,0.8015391826629639
0.9552032947540283,0.8170673847198486
1.0950675010681152,1.2552282810211182
1.6159987449645996,0.9321622848510742
1.0288012027740479,0.8845937252044678
0.5031933784484863,0.5473051071166992
1.397031307220459,1.9323854446411133
0.41489171981811523,1.7828831672668457
2.5166149139404297,1.0841279029846191
0.3231344223022461,0.8725881576538086
1.0200703144073486,0.8627524375915527
0.9552240371704102,1.0877389907836914
0.7230648994445801,2.821079969406128
1.0494344234466553,0.7857377529144287
1.1915342807769775,0.8164217472076416
0.705327033996582,1.7244880199432373
0.6597905158996582,1.4580135345458984
1.030799150466919,1.1023812294006348
1.4199447631835938,2.32788348197937
1.9364542961120605,1.4275298118591309
0.909858226776123,1.082463264465332
0.9065344333648682,0.8614888191223145
1.3171429634094238,1.301302194595337
0.6511306762695312,1.995840311050415
0.8941144943237305,0.7208817005157471
0.8316113948822021,1.0207853317260742
0.5764577388763428,0.8876223564147949
1.7402381896972656,1.098111867904663
0.42307257652282715,0.9005818367004395
1.5079505443572998,1.3772785663604736
1.4907217025756836,1.4947929382324219
0.5964047908782959,0.5774502754211426
0.42304205894470215,0.7318170070648193
1.0668644905090332,0.9229793548583984
1.0560743808746338,1.677058458328247
0.31242918968200684,1.7345356941223145
0.501826286315918,0.9792690277099609
1.4817025661468506,1.6225590705871582
1.3974523544311523,1.3518643379211426
1.2928502559661865,1.7393105030059814
0.7702968120574951,1.7797889709472656
1.4434235095977783,0.862760066986084
1.002988338470459,1.1450343132019043
0.7833633422851562,2.352653741836548
0.9409582614898682,2.629899024963379
1.5930039882659912,1.1439158916473389
0.8986635208129883,1.897075891494751
1.0673048496246338,0.9680302143096924
0.6740424633026123,3.056530475616455
1.2203450202941895,0.6521923542022705
1.5659329891204834,1.0678820610046387
0.8146016597747803,1.179379940032959
0.826657772064209,0.9888200759887695
2.5559117794036865,0.9599854946136475
0.6060373783111572,0.6583895683288574
1.754847764968872,1.2543210983276367
0.5011675357818604,1.6461899280548096
1.0648880004882812,1.223297119140625
2.1711678504943848,1.592540979385376
0.7511346340179443,0.48656225204467773
1.2947885990142822,0.7908673286437988
0.9863522052764893,1.9108684062957764
1.1919026374816895,0.5168440341949463
0.48558831214904785,0.4240550994873047
2.147324800491333,0.798997163772583
0.23684287071228027,0.6417491436004639
0.8784506320953369,1.943847417831421
0.2746145725250244,0.9017055034637451
0.9082746505737305,1.8508381843566895
1.8100662231445312,1.8546218872070312
1.4111077785491943,0.705336332321167
1.208099365234375,0.5708820819854736
0.7153422832489014,1.9912102222442627
0.5802748203277588,1.2398533821105957
1.1486001014709473,0.4698946475982666
0.9731848239898682,2.209819793701172
1.223480463027954,1.6663730144500732
0.8458583354949951,0.7681152820587158
1.1918153762817383,0.9402542114257812
1.7520365715026855,0.6733403205871582
1.0817022323608398,0.829827070236206
0.8169739246368408,0.9885733127593994
0.4827544689178467,1.3940894603729248
0.6909849643707275,0.7521710395812988
1.3640210628509521,1.0352685451507568
0.23037075996398926,2.0567469596862793
1.002091884613037,1.1606724262237549
2.0393571853637695,0.48558926582336426
2.2576985359191895,0.9409439563751221
0.7797999382019043,1.9461305141448975
1.7877569198608398,1.082491159439087
0.5647335052490234,1.2646722793579102
1.9227142333984375,1.3953332901000977
0.5803475379943848,0.5802891254425049
0.5490372180938721,0.9481377601623535
0.7833993434906006,0.9888625144958496
1.676682949066162,0.5177907943725586
1.2822940349578857,0.909459114074707
0.35929059982299805,0.3616526126861572
1.359968900680542,0.6272251605987549
0.8302550315856934,0.9741370677947998
1.546940803527832,0.8315703868865967
1.4650413990020752,1.7221684455871582
0.42362022399902344,0.7658593654632568
1.2702760696411133,0.43740153312683105
0.7379252910614014,0.7052881717681885
